Date.1,S&P 500 ATM Implied Volatility,,Date.2,ATM Implied Volatility for Options on TY Notes,,Date.3,ATM Implied Volatility for Options on Crude Oil Futures,,Date.4,ATM Implied Volatility for Options on Gold Futures,,Date.5,ATM Implied Volatility for Options on Euro Currency Futures,,Date.6,ATM Implied Volatility for Options on Corn Currency Futures
19911226,12.575,,19911224,5.55,,19901224,58.1985,,19931216,15.30519,,19991222,11.763,,19911226,15.933
19911227,13.132,,19911226,5.474,,19901226,63.25669,,19931217,14.75609,,19991223,11.649,,19911227,15.453
19911230,15.976,,19911227,5.619,,19901227,64.53829,,19931220,15.71889,,19991224,11.649,,19911230,15.087
19911231,17.647,,19911230,5.733,,19901228,62.0703,,19931221,14.69019,,19991227,11.97,,19911231,15.262
19920102,16.864,,19911231,5.779,,19901231,73.71479,,19931222,14.11909,,19991228,11.501,,19920102,13.881
19920103,17.001,,19920102,6.092,,19910102,67.97309,,19931223,12.501,,19991229,11.631,,19920103,13.378
19920106,17.379,,19920103,6.557,,19910103,75.18679,,19931227,14.03489,,19991230,11.856,,19920106,14.179
19920107,15.915,,19920106,6.435,,19910104,107.85749,,19931228,14.6828,,19991231,12.096,,19920107,13.98
19920108,15.876,,19920107,6.267,,19910107,117.5942,,19931229,16.72559,,20000103,12.297,,19920108,15.117
19920109,16.012,,19920108,6.824,,19910108,127.78299,,19931230,16.4547,,20000104,13.557,,19920109,15.796
19920110,16.082,,19920109,7.358,,19910109,126.2962,,19931231,16.4547,,20000105,12.596,,19920110,15.094
19920113,15.642,,19920110,5.657,,19910110,127.05789,,19940103,19.8008,,20000106,12.047,,19920113,15.834
19920114,14.631,,19920113,6.687,,19910111,140.65109,,19940104,18.94409,,20000107,11.757,,19920114,17.23
19920115,15.065,,19920114,7.328,,19910114,164.0803,,19940105,16.92329,,20000110,11.664,,19920115,16.101
19920116,14.823,,19920115,7.045,,19910115,146.48829,,19940106,15.5761,,20000111,11.426,,19920116,15.766
19920117,14.304,,19920116,7.442,,19910116,157.35699,,19940107,15.5065,,20000112,11.27,,19920117,14.835
19920120,14.233,,19920117,7.518,,19910117,95.1656,,19940110,15.7958,,20000113,10.939,,19920120,14.987
19920121,14.911,,19920120,7.274,,19910118,97.10639,,19940111,16.22769,,20000114,10.624,,19920121,15.331
19920122,14.032,,19920121,7.32,,19910121,97.09179,,19940112,16.05929,,20000117,10.624,,19920122,14.247
19920123,14.82,,19920122,6.999,,19910122,101.55919,,19940113,15.64929,,20000118,11.508,,19920123,14.484
19920124,14.237,,19920123,6.969,,19910123,91.1743,,19940114,14.94639,,20000119,11.325,,19920124,15.743
19920127,15.013,,19920124,7.076,,19910124,73.2021,,19940117,14.9684,,20000120,11.234,,19920127,16.3
19920128,15.623,,19920127,7.495,,19910125,81.17019,,19940118,15.80309,,20000121,11.23,,19920128,16.727
19920129,15.944,,19920128,7.572,,19910128,70.3606,,19940119,15.2173,,20000124,11.475,,19920129,16.605
19920130,15.613,,19920129,7.762,,19910129,70.82929,,19940120,14.69019,,20000125,11.179,,19920130,16.345
19920131,15.919,,19920130,8.083,,19910130,69.73079,,19940121,14.39,,20000126,10.791,,19920131,15.186
19920203,16.131,,19920131,7.656,,19910131,55.71599,,19940124,14.56569,,20000127,10.788,,19920203,16.826
19920204,15.376,,19920203,8.167,,19910201,67.0503,,19940125,13.31369,,20000128,11.085,,19920204,17.017
19920205,15.471,,19920204,8.167,,19910204,65.1828,,19940126,12.78279,,20000131,11.858,,19920205,16.437
19920206,15.732,,19920205,8.182,,19910205,61.44779,,19940127,12.5339,,20000201,13.042,,19920206,17.505
19920207,15.753,,19920206,7.656,,19910206,63.491,,19940128,11.7395,,20000202,13.17,,19920207,17.162
19920210,15.44,,19920207,7.595,,19910207,54.1929,,19940131,12.88169,,20000203,13.048,,19920210,21.404
19920211,14.176,,19920210,8.716,,19910208,58.16189,,19940201,14.9904,,20000204,13.024,,19920211,22.769
19920212,13.518,,19920211,9.029,,19910211,59.64849,,19940202,14.66819,,20000207,12.407,,19920212,18.611
19920213,13.834,,19920212,9.029,,19910212,57.76649,,19940203,14.88049,,20000208,12.623,,19920213,19.58
19920214,13.387,,19920213,9.029,,19910213,54.3174,,19940204,14.2179,,20000209,13.245,,19920214,18.627
19920218,14.119,,19920214,9.029,,19910214,55.15219,,19940207,14.163,,20000210,12.458,,19920218,18.032
19920219,13.551,,19920218,9.029,,19910215,61.39649,,19940208,14.56569,,20000211,11.858,,19920219,18.672
19920220,13.143,,19920219,9.029,,19910219,64.86789,,19940209,14.9757,,20000214,11.929,,19920220,19.931
19920221,12.866,,19920220,9.029,,19910220,62.5023,,19940210,14.91349,,20000215,11.975,,19920221,20.442
19920224,13.194,,19920221,9.029,,19910221,64.7873,,19940211,14.80729,,20000216,12.407,,19920224,17.795
19920225,13.049,,19920224,6.549,,19910222,60.34189,,19940214,14.96109,,20000217,12.705,,19920225,18.566
19920226,12.462,,19920225,6.732,,19910225,54.7274,,19940215,15.1075,,20000218,12.35,,19920226,16.353
19920227,12.306,,19920226,6.984,,19910226,44.651,,19940216,15.642,,20000221,12.35,,19920227,16.231
19920228,12.364,,19920227,6.359,,19910227,45.354,,19940217,14.41559,,20000222,11.915,,19920228,15.842
19920302,11.929,,19920228,6.061,,19910228,50.3483,,19940218,14.47049,,20000223,12.089,,19920302,16.796
19920303,12.345,,19920302,6.404,,19910301,41.99269,,19940221,14.4705,,20000224,12.367,,19920303,15.476
19920304,12.894,,19920303,6.435,,19910304,44.1091,,19940222,14.368,,20000225,12.279,,19920304,15.3
19920305,13.107,,19920304,6.29,,19910305,46.1449,,19940223,14.30939,,20000228,15.751,,19920305,15.132
19920306,13.418,,19920305,6.481,,19910306,47.66809,,19940224,14.368,,20000229,15.579,,19920306,14.911
19920309,13.087,,19920306,5.878,,19910307,46.2694,,19940225,14.163,,20000301,15.175,,19920309,14.545
19920310,12.31,,19920309,5.97,,19910308,44.5778,,19940228,13.7017,,20000302,15.33,,19920310,15.56
19920311,12.102,,19920310,6.145,,19910311,41.41419,,19940301,13.93599,,20000303,14.818,,19920311,14.911
19920312,11.804,,19920311,5.68,,19910312,38.69739,,19940302,13.78229,,20000306,15.089,,19920312,13.141
19920313,10.016,,19920312,6.122,,19910313,39.5395,,19940303,13.79319,,20000307,15.164,,19920313,13.172
19920316,14.521,,19920313,5.641,,19910314,35.92929,,19940304,13.6541,,20000308,14.982,,19920316,14.598
19920317,14.038,,19920316,6.595,,19910315,34.7649,,19940307,13.28439,,20000309,14.726,,19920317,14.438
19920318,13.841,,19920317,4.222,,19910318,33.41749,,19940308,13.05739,,20000310,14.201,,19920318,13.66
19920319,13.569,,19920318,4.222,,19910319,35.8488,,19940309,12.6035,,20000313,14.17,,19920319,14.759
19920320,13.379,,19920319,4.222,,19910320,35.29219,,19940310,12.90369,,20000314,14.236,,19920320,15.789
19920323,13.562,,19920320,4.222,,19910321,35.8707,,19940311,12.96949,,20000315,14.237,,19920323,15.216
19920324,13.063,,19920323,6.832,,19910322,34.99929,,19940314,13.41619,,20000316,13.932,,19920324,14.659
19920325,12.974,,19920324,6.954,,19910325,34.32559,,19940315,13.69439,,20000317,13.745,,19920325,14.583
19920326,12.987,,19920325,6.679,,19910326,35.2849,,19940316,12.8085,,20000320,13.688,,19920326,13.866
19920327,13.822,,19920326,6.961,,19910327,31.83569,,19940317,12.62539,,20000321,13.084,,19920327,13.858
19920330,14.048,,19920327,6.664,,19910328,31.4696,,19940318,12.7572,,20000322,13.295,,19920330,16.941
19920331,13.898,,19920330,6.534,,19910401,34.0326,,19940321,12.9659,,20000323,12.727,,19920331,15.224
19920401,13.826,,19920331,6.641,,19910402,33.11,,19940322,13.31369,,20000324,12.623,,19920401,12.508
19920402,15.381,,19920401,6.465,,19910403,35.1897,,19940323,13.8372,,20000327,13.105,,19920402,13.706
19920403,14.676,,19920402,6.526,,19910404,32.21649,,19940324,14.43389,,20000328,12.18,,19920403,12.546
19920406,14.239,,19920403,5.863,,19910405,28.98959,,19940325,14.4193,,20000329,12.903,,19920406,13.652
19920407,15.575,,19920406,5.558,,19910408,28.6601,,19940328,14.7853,,20000330,12.618,,19920407,14.774
19920408,16.039,,19920407,5.176,,19910409,29.54599,,19940329,13.62119,,20000331,12.841,,19920408,12.18
19920409,14.287,,19920408,5.222,,19910410,31.00819,,19940330,13.36489,,20000403,13.152,,19920409,14.392
19920410,14.52,,19920409,5.474,,19910411,31.87969,,19940331,14.152,,20000404,12.918,,19920410,15.85
19920413,14.46,,19920410,4.39,,19910412,33.5567,,19940401,14.152,,20000405,13.8,,19920413,15.85
19920414,13.322,,19920413,3.765,,19910415,39.1954,,19940404,14.0971,,20000406,12.777,,19920414,15.85
19920415,13.061,,19920414,3.765,,19910416,36.9179,,19940405,14.7158,,20000407,12.596,,19920415,19.649
19920416,13.08,,19920415,6.076,,19910417,36.0611,,19940406,14.3387,,20000410,12.599,,19920416,18.413
19920420,14.234,,19920416,5.825,,19910418,31.97489,,19940407,14.17759,,20000411,12.286,,19920420,17.536
19920421,13.971,,19920420,6.473,,19910419,31.2133,,19940408,14.41559,,20000412,12.316,,19920421,17.055
19920422,14.273,,19920421,6.572,,19910422,33.56399,,19940411,13.07569,,20000413,12.634,,19920422,17.543
19920423,13.612,,19920422,6.305,,19910423,35.4826,,19940412,13.38689,,20000414,12.277,,19920423,17.757
19920424,13.623,,19920423,6.122,,19910424,31.44029,,19940413,12.9256,,20000417,13.227,,19920424,17.681
19920427,14.122,,19920424,6.397,,19910425,31.2719,,19940414,12.3142,,20000418,13.343,,19920427,17.925
19920428,13.966,,19920427,6.443,,19910426,32.68519,,19940415,12.1751,,20000419,12.716,,19920428,17.787
19920429,12.966,,19920428,6.16,,19910429,32.0847,,19940418,12.18249,,20000420,12.698,,19920429,17.642
19920430,13.127,,19920429,6.122,,19910430,32.50949,,19940419,10.557,,20000424,12.881,,19920430,15.941
19920501,13.926,,19920430,5.847,,19910501,33.59329,,19940420,10.6412,,20000425,13.705,,19920501,18.955
19920504,14.804,,19920501,5.657,,19910502,32.11399,,19940421,11.7761,,20000426,13.659,,19920504,20.03
19920505,14.198,,19920504,5.893,,19910503,27.34219,,19940422,10.9011,,20000427,14.077,,19920505,20.496
19920506,14.062,,19920505,5.962,,19910506,30.51029,,19940425,12.4643,,20000428,14.214,,19920506,20.732
19920507,13.953,,19920506,5.725,,19910507,27.9792,,19940426,11.33679,,20000501,13.758,,19920507,22.197
19920508,13.485,,19920507,6.008,,19910508,28.8285,,19940427,11.3368,,20000502,13.483,,19920508,22.388
19920511,12.669,,19920508,4.474,,19910509,26.9468,,19940428,11.34409,,20000503,15.359,,19920511,22.502
19920512,13.53,,19920511,4.383,,19910510,25.37999,,19940429,10.3996,,20000504,15.107,,19920512,22.418
19920513,13.203,,19920512,4.276,,19910513,26.55879,,19940502,11.13179,,20000505,15.277,,19920513,22.937
19920514,13.319,,19920513,4.276,,19910514,26.82229,,19940503,11.27089,,20000508,15.18,,19920514,24.631
19920515,12.906,,19920514,4.276,,19910515,26.7198,,19940504,11.0183,,20000509,14.776,,19920515,23.273
19920518,12.263,,19920515,4.276,,19910516,25.12369,,19940505,10.77299,,20000510,15.338,,19920518,25.295
19920519,12.008,,19920518,6.053,,19910517,24.2451,,19940506,13.0794,,20000511,14.767,,19920519,22.884
19920520,12.02,,19920519,6.092,,19910520,25.2262,,19940509,14.14099,,20000512,14.573,,19920520,22.151
19920521,11.992,,19920520,6,,19910521,23.7765,,19940510,12.01039,,20000515,14.664,,19920521,20.137
19920522,11.614,,19920521,5.802,,19910522,25.2262,,19940511,12.9586,,20000516,14.691,,19920522,24.333
19920526,13.089,,19920522,5.535,,19910523,24.7723,,19940512,12.274,,20000517,14.382,,19920526,23.319
19920527,12.268,,19920526,6.16,,19910524,22.95649,,19940513,12.1422,,20000518,13.91,,19920527,23.159
19920528,11.805,,19920527,6.29,,19910528,22.82469,,19940516,13.0684,,20000519,14.265,,19920528,22.899
19920529,12.019,,19920528,6.336,,19910529,26.74909,,19940517,12.9293,,20000522,14.234,,19920529,24.44
19920601,12.143,,19920529,2.361,,19910530,26.0755,,19940518,13.26239,,20000523,14.745,,19920601,24.929
19920602,12.195,,19920601,6.099,,19910531,24.6331,,19940519,13.51869,,20000524,14.829,,19920602,25.295
19920603,11.755,,19920602,5.756,,19910603,25.02849,,19940520,13.41619,,20000525,14.554,,19920603,24.463
19920604,12.23,,19920603,5.817,,19910604,22.6196,,19940523,14.80729,,20000526,14.986,,19920604,23.014
19920605,11.829,,19920604,5.504,,19910605,22.2828,,19940524,14.46319,,20000529,14.986,,19920605,22.129
19920608,12.514,,19920605,4.772,,19910606,21.25049,,19940525,13.37959,,20000530,15.05,,19920608,20.313
19920609,13.339,,19920608,4.634,,19910607,21.4335,,19940526,12.8231,,20000531,14.615,,19920609,21.038
19920610,13.648,,19920609,4.734,,19910610,19.9911,,19940527,11.9811,,20000601,14.305,,19920610,20.793
19920611,13.176,,19920610,4.848,,19910611,20.4524,,19940530,11.9811,,20000602,14.056,,19920611,17.391
19920612,12.458,,19920611,3.932,,19910612,21.6459,,19940531,13.2185,,20000605,14.391,,19920612,22.159
19920615,12.539,,19920612,2.994,,19910613,21.7264,,19940601,12.7755,,20000606,14.349,,19920615,17.185
19920616,12.494,,19920615,2.941,,19910614,22.0559,,19940602,12.9293,,20000607,14.527,,19920616,17.406
19920617,15.317,,19920616,2.986,,19910617,21.6312,,19940603,12.28129,,20000608,14.237,,19920617,31.345
19920618,15.424,,19920617,2.986,,19910618,21.25779,,19940606,12.1056,,20000609,13.97,,19920618,33.222
19920619,13.036,,19920618,2.986,,19910619,21.46279,,19940607,11.92619,,20000612,13.774,,19920619,33.84
19920622,13.432,,19920619,2.986,,19910620,20.8917,,19940608,11.7102,,20000613,13.914,,19920622,30.582
19920623,13.18,,19920622,5.641,,19910621,21.6385,,19940609,12.4826,,20000614,13.174,,19920623,32.535
19920624,13.027,,19920623,6.107,,19910624,22.0778,,19940610,12.2374,,20000615,12.433,,19920624,32.039
19920625,12.891,,19920624,5.786,,19910625,21.77029,,19940613,11.56379,,20000616,11.77,,19920625,32.566
19920626,12.643,,19920625,5.817,,19910626,20.27669,,19940614,12.3399,,20000619,12.2,,19920626,33.786
19920629,11.644,,19920626,5.664,,19910627,20.9064,,19940615,12.2923,,20000620,11.988,,19920629,34.29
19920630,11.623,,19920629,6.114,,19910628,20.6574,,19940616,12.21909,,20000621,12.127,,19920630,34.709
19920701,10.901,,19920630,6.206,,19910701,19.66169,,19940617,12.91829,,20000622,12.224,,19920701,34.412
19920702,12.154,,19920701,5.733,,19910702,20.3645,,19940620,12.85239,,20000623,12.603,,19920702,35.396
19920706,12.323,,19920702,4.94,,19910703,19.2663,,19940621,15.01229,,20000626,13.119,,19920706,28.957
19920707,13.365,,19920706,5.161,,19910705,19.93989,,19940622,12.78649,,20000627,12.985,,19920707,28.362
19920708,13.021,,19920707,5.229,,19910708,20.32789,,19940623,12.06159,,20000628,12.535,,19920708,23.54
19920709,12.184,,19920708,5.481,,19910709,19.28089,,19940624,13.05739,,20000629,12.215,,19920709,22.838
19920710,11.97,,19920709,5.481,,19910710,19.9838,,19940627,14.2728,,20000630,12.159,,19920710,21.144
19920713,12.004,,19920710,5.29,,19910711,19.92519,,19940628,14.24349,,20000703,11.776,,19920713,18.65
19920714,11.308,,19920713,5.641,,19910712,19.58839,,19940629,12.7426,,20000704,11.776,,19920714,18.581
19920715,11.559,,19920714,5.283,,19910715,22.73679,,19940630,12.2264,,20000705,11.928,,19920715,17.261
19920716,10.745,,19920715,5.863,,19910716,22.8686,,19940701,11.9482,,20000706,11.589,,19920716,19.123
19920717,11.003,,19920716,6.046,,19910717,22.99309,,19940704,11.9482,,20000707,11.188,,19920717,19.847
19920720,10.971,,19920717,6.214,,19910718,23.8497,,19940705,12.00669,,20000710,10.959,,19920720,19.931
19920721,10.872,,19920720,6.587,,19910719,24.721,,19940706,12.3582,,20000711,10.981,,19920721,21.213
19920722,11.91,,19920721,6.305,,19910722,22.27549,,19940707,11.68819,,20000712,10.917,,19920722,20.992
19920723,11.918,,19920722,6.008,,19910723,23.75449,,19940708,11.90419,,20000713,11.446,,19920723,22.449
19920724,11.715,,19920723,6.565,,19910724,22.9638,,19940711,12.26299,,20000714,11.08,,19920724,21.549
19920727,11.772,,19920724,6.793,,19910725,23.3006,,19940712,12.28129,,20000717,10.895,,19920727,21.274
19920728,10.956,,19920727,6.9,,19910726,23.17609,,19940713,12.0177,,20000718,10.959,,19920728,25.348
19920729,11.148,,19920728,6.977,,19910729,24.4794,,19940714,11.35509,,20000719,11.841,,19920729,21.366
19920730,11.125,,19920729,7.175,,19910730,24.30369,,19940715,11.0549,,20000720,11.252,,19920730,20.511
19920731,11.043,,19920730,7.831,,19910731,22.2096,,19940718,11.43929,,20000721,11.122,,19920731,20.809
19920803,11.304,,19920731,7.534,,19910801,23.71789,,19940719,11.30749,,20000724,10.586,,19920803,23.761
19920804,11.232,,19920803,7.877,,19910802,20.9064,,19940720,11.10249,,20000725,11.012,,19920804,22.457
19920805,11.728,,19920804,8.014,,19910805,20.84049,,19940721,10.97799,,20000726,10.853,,19920805,22.846
19920806,11.675,,19920805,8.037,,19910806,19.47859,,19940722,10.98169,,20000727,10.904,,19920806,23.082
19920807,11.682,,19920806,8.167,,19910807,19.73489,,19940725,10.795,,20000728,11.054,,19920807,23.815
19920810,12.474,,19920807,6.801,,19910808,20.31329,,19940726,10.8828,,20000731,11.04,,19920810,24.959
19920811,12.675,,19920810,7.663,,19910809,20.1595,,19940727,10.23849,,20000801,11.399,,19920811,31.505
19920812,12.579,,19920811,7.724,,19910812,19.83009,,19940728,9.1988,,20000802,11.981,,19920812,19.504
19920813,13.435,,19920812,7.724,,19910813,19.39809,,19940729,9.3526,,20000803,12.665,,19920813,18.07
19920814,12.152,,19920813,7.724,,19910814,18.988,,19940801,9.86509,,20000804,12.438,,19920814,17.467
19920817,12.594,,19920814,7.724,,19910815,19.11249,,19940802,10.75839,,20000807,12.343,,19920817,18.146
19920818,12.23,,19920817,7.724,,19910816,18.31439,,19940803,10.5094,,20000808,12.42,,19920818,18.535
19920819,12.518,,19920818,7.724,,19910819,30.4151,,19940804,10.2312,,20000809,12.835,,19920819,18.795
19920820,12.211,,19920819,7.724,,19910820,28.78459,,19940805,9.94929,,20000810,12.129,,19920820,19.092
19920821,13.021,,19920820,7.724,,19910821,20.66469,,19940808,10.1653,,20000811,11.554,,19920821,18.688
19920824,14.49,,19920821,7.724,,19910822,17.9703,,19940809,9.7699,,20000814,11.759,,19920824,18.939
19920825,14.087,,19920824,7.183,,19910823,17.5603,,19940810,9.9273,,20000815,11.854,,19920825,18.955
19920826,12.299,,19920825,7.587,,19910826,18.25589,,19940811,9.81019,,20000816,11.666,,19920826,20.313
19920827,12.019,,19920826,7.282,,19910827,17.9923,,19940812,9.58689,,20000817,11.131,,19920827,20.839
19920828,11.369,,19920827,6.595,,19910828,18.88549,,19940815,9.4734,,20000818,10.809,,19920828,19.824
19920831,11.673,,19920828,6.999,,19910829,18.87089,,19940816,10.83889,,20000821,11.609,,19920831,20.053
19920901,11.508,,19920831,7.236,,19910830,18.1534,,19940817,10.2678,,20000822,11.441,,19920901,19.298
19920902,10.543,,19920901,6.786,,19910903,18.03619,,19940818,10.2495,,20000823,12.643,,19920902,19.062
19920903,10.469,,19920902,6.45,,19910904,20.0277,,19940819,10.0555,,20000824,12.03,,19920903,17.208
19920904,11.233,,19920903,6.519,,19910905,19.8227,,19940822,9.98229,,20000825,11.109,,19920904,17.772
19920908,12.383,,19920904,5.863,,19910906,19.96179,,19940823,9.7187,,20000828,11.23,,19920908,19.687
19920909,12.258,,19920908,6.076,,19910909,20.3719,,19940824,10.35569,,20000829,11.962,,19920909,20.16
19920910,11.426,,19920909,6.099,,19910910,21.16259,,19940825,10.49479,,20000830,12.834,,19920910,20.153
19920911,11.343,,19920910,5.527,,19910911,22.1657,,19940826,9.6455,,20000831,12.63,,19920911,19.618
19920914,11.521,,19920911,4.863,,19910912,22.89789,,19940829,10.4509,,20000901,12.058,,19920914,18.627
19920915,12.309,,19920914,5.1,,19910913,22.0778,,19940830,11.1757,,20000904,12.058,,19920915,18.131
19920916,12.772,,19920915,4.131,,19910916,21.8582,,19940831,9.84309,,20000905,13.326,,19920916,18.665
19920917,12.666,,19920916,4.131,,19910917,20.8917,,19940901,9.63809,,20000906,14.287,,19920917,18.985
19920918,11.586,,19920917,4.131,,19910918,21.98999,,19940902,9.6455,,20000907,14.765,,19920918,18.283
